Peso,Altura,Zona,Sexo
94.53119178,177.9272045,Zona Sur,Macho
98.43023585,180.1957096,Zona Sur,Macho
88.55898343,150.7128712,Zona Sur,Macho
93.80555977,155.6690318,Zona Sur,Macho
97.56825686,180.3971594,Zona Sur,Macho
90.4256428,168.1446169,Zona Sur,Macho
83.60466888,156.056331,Zona Sur,Macho
97.97229086,158.3525094,Zona Sur,Macho
84.39576187,147.0356824,Zona Sur,Macho
91.94331561,172.1896596,Zona Sur,Macho
95.91066543,171.4365083,Zona Sur,Macho
90.86004743,153.8963792,Zona Sur,Macho
100.1208269,174.0403088,Zona Sur,Macho
85.00374704,164.665019,Zona Sur,Macho
101.832848,182.3507085,Zona Sur,Macho
91.63475194,167.9707705,Zona Sur,Macho
91.45969202,169.3670229,Zona Sur,Macho
84.77901116,153.5931116,Zona Sur,Macho
90.38521459,180.1452685,Zona Sur,Macho
98.71401116,167.3050347,Zona Sur,Macho
101.5411335,182.4836534,Zona Sur,Macho
97.70611103,158.0999772,Zona Sur,Macho
100.7722206,187.6730097,Zona Sur,Macho
98.75221766,160.567925,Zona Sur,Macho
84.19320243,152.4973124,Zona Sur,Macho
101.1601563,169.4641766,Zona Sur,Macho
101.9181855,152.8444672,Zona Sur,Macho
90.99808227,159.5520848,Zona Sur,Macho
97.50958346,171.441632,Zona Sur,Macho
101.8873448,164.9101103,Zona Sur,Macho
99.0873253,172.0867427,Zona Sur,Macho
88.64969203,145.733408,Zona Sur,Macho
98.6190946,171.8767487,Zona Sur,Macho
92.43448032,166.7496447,Zona Sur,Macho
97.95650862,162.1103566,Zona Sur,Macho
93.68211531,174.4368694,Zona Sur,Macho
90.65579901,174.3907448,Zona Sur,Macho
85.68448366,160.8129454,Zona Sur,Macho
88.85893867,155.0988331,Zona Sur,Macho
83.68928893,168.6916099,Zona Sur,Macho
94.32465629,162.9790302,Zona Sur,Macho
86.71524786,162.1497906,Zona Sur,Macho
90.16635486,167.2099838,Zona Sur,Macho
96.3202273,145.8008414,Zona Sur,Macho
88.54096751,142.9088351,Zona Sur,Macho
82.25882083,162.0086155,Zona Sur,Macho
92.17799964,187.0679871,Zona Sur,Macho
88.45033989,155.2114358,Zona Sur,Macho
92.35468084,164.6325799,Zona Sur,Macho
94.20792145,165.8858972,Zona Sur,Macho
95.69285309,173.1269629,Zona Sur,Macho
99.77494032,161.3226784,Zona Sur,Macho
96.74975767,168.2440062,Zona Sur,Macho
95.79828542,178.0910378,Zona Sur,Macho
82.45420164,157.8612518,Zona Sur,Macho
86.58972702,164.7372365,Zona Sur,Macho
86.89782055,162.2378762,Zona Sur,Macho
92.82725851,161.8492303,Zona Sur,Macho
90.96055988,164.0968218,Zona Sur,Macho
97.63540117,141.6293784,Zona Sur,Macho
89.30656941,165.4897883,Zona Sur,Macho
89.26080891,158.1623514,Zona Sur,Macho
91.5819976,183.0941851,Zona Sur,Macho
84.36057005,165.5543593,Zona Sur,Macho
92.76577847,162.9544742,Zona Sur,Macho
87.82957761,142.2947558,Zona Sur,Macho
94.10074268,147.1133083,Zona Sur,Macho
89.26026347,174.7210762,Zona Sur,Macho
96.20964073,174.0981203,Zona Sur,Macho
91.73593012,169.6038566,Zona Sur,Macho
99.83335395,161.4812254,Zona Sur,Macho
88.98059246,171.1928938,Zona Sur,Macho
94.24458043,158.8498944,Zona Sur,Macho
88.30964143,171.3646011,Zona Sur,Macho
88.46382882,168.1561175,Zona Sur,Macho
89.50260657,168.8402842,Zona Sur,Macho
96.6702956,163.1673351,Zona Sur,Macho
85.71469569,170.7067416,Zona Sur,Macho
86.69068744,161.4204081,Zona Sur,Macho
98.9302764,152.9277246,Zona Sur,Macho
100.946428,161.6360805,Zona Sur,Macho
94.80374418,163.1050089,Zona Sur,Macho
87.37450158,148.3619841,Zona Sur,Macho
99.90112758,196.2260699,Zona Sur,Macho
94.99422524,175.5849015,Zona Sur,Macho
97.19895014,164.3788115,Zona Sur,Macho
101.6552924,175.0581698,Zona Sur,Macho
82.51509253,162.9139196,Zona Sur,Macho
85.03683015,137.7735809,Zona Sur,Macho
91.06797192,151.0484267,Zona Sur,Macho
85.75193066,153.8237504,Zona Sur,Macho
93.41702179,154.0126969,Zona Sur,Macho
99.96323291,179.8222417,Zona Sur,Macho
85.77091881,158.4170392,Zona Sur,Macho
83.0847501,146.4858132,Zona Sur,Macho
86.19335183,141.7636206,Zona Sur,Macho
99.3825378,177.2533686,Zona Sur,Macho
92.80452252,136.9355622,Zona Sur,Macho
101.6910625,176.505173,Zona Sur,Macho
100.5683968,170.6876524,Zona Sur,Macho
95.31528415,163.5070287,Zona Sur,Macho
91.1599721,144.5658328,Zona Sur,Macho
99.70318108,178.978662,Zona Sur,Macho
82.7320745,149.5609436,Zona Sur,Macho
98.9778268,191.1633481,Zona Sur,Macho
96.13223368,172.1982794,Zona Sur,Macho
96.86807174,161.9679777,Zona Sur,Macho
94.46549359,164.453044,Zona Sur,Macho
101.5578867,153.4789484,Zona Sur,Macho
95.87592658,162.4254594,Zona Sur,Macho
99.26321164,182.2638117,Zona Sur,Macho
85.86576999,169.9223056,Zona Sur,Macho
97.3241213,161.6813673,Zona Sur,Macho
101.9323472,175.1024784,Zona Sur,Macho
83.61616027,158.2748867,Zona Sur,Macho
85.75557458,152.071083,Zona Sur,Macho
83.97817279,149.0671716,Zona Sur,Macho
95.97422836,172.8813728,Zona Sur,Macho
85.32836924,158.8003784,Zona Sur,Macho
84.18048317,155.3798505,Zona Sur,Macho
82.82442652,139.4069807,Zona Sur,Macho
97.78633238,169.3286687,Zona Sur,Macho
97.94420199,161.803137,Zona Sur,Macho
99.58882,158.9904661,Zona Sur,Macho
86.47880608,164.5412263,Zona Sur,Macho
97.80075644,161.5724432,Zona Sur,Macho
101.6884419,169.8173353,Zona Sur,Macho
82.84786025,145.0306937,Zona Sur,Macho
88.721064,126.4260859,Zona Sur,Macho
90.84082039,157.9790443,Zona Sur,Macho
91.95492027,153.1336174,Zona Sur,Macho
82.71297304,145.1391848,Zona Sur,Macho
95.11109892,161.8634465,Zona Sur,Macho
90.13428108,158.9706656,Zona Sur,Macho
89.14605515,156.1425102,Zona Sur,Macho
84.36831554,150.3250048,Zona Sur,Macho
88.67818546,153.8879587,Zona Sur,Macho
91.42325555,156.7225032,Zona Sur,Macho
93.93309049,165.5168174,Zona Sur,Macho
93.02471008,162.4505806,Zona Sur,Macho
101.7356603,165.8100991,Zona Sur,Macho
101.5149644,168.4333301,Zona Sur,Macho
94.46683879,166.1789578,Zona Sur,Macho
91.42961252,156.4856234,Zona Sur,Macho
87.72900405,158.7925626,Zona Sur,Macho
96.92390563,163.6931269,Zona Sur,Macho
83.37359509,152.3286084,Zona Sur,Macho
91.82451088,165.1395018,Zona Sur,Macho
95.22076669,165.8075788,Zona Sur,Macho
89.51639796,165.9830869,Zona Sur,Macho
87.97455137,172.2600971,Zona Sur,Macho
92.01768766,139.4963023,Zona Sur,Macho
89.25985529,169.8374362,Zona Sur,Macho
95.95659472,167.449739,Zona Sur,Macho
97.34989879,157.7338427,Zona Sur,Macho
99.07527048,157.674149,Zona Sur,Macho
87.77784226,162.6001102,Zona Sur,Macho
101.3721974,160.1973888,Zona Sur,Macho
83.47125308,149.3679646,Zona Sur,Macho
87.66940643,153.2697387,Zona Sur,Macho
84.92801187,166.2526039,Zona Sur,Macho
84.64310739,146.1096815,Zona Sur,Macho
86.94708822,165.2177914,Zona Sur,Macho
85.45438689,160.6530262,Zona Sur,Macho
87.39915248,156.5555998,Zona Sur,Macho
82.2614605,166.1512054,Zona Sur,Macho
101.4134628,163.1277189,Zona Sur,Macho
100.5347822,183.420552,Zona Sur,Macho
90.84386755,156.7368287,Zona Sur,Macho
82.50453444,172.2845429,Zona Sur,Macho
87.22547329,147.9620668,Zona Sur,Macho
85.10320997,161.9245041,Zona Sur,Macho
88.80943454,156.7187462,Zona Sur,Macho
92.3137696,165.3659204,Zona Sur,Macho
94.68244958,164.8628151,Zona Sur,Macho
97.80220328,166.442062,Zona Sur,Macho
84.57110647,148.9974139,Zona Sur,Macho
87.99640802,155.609765,Zona Sur,Macho
92.5267814,166.2770946,Zona Sur,Macho
92.27125697,159.2112561,Zona Sur,Macho
92.30312123,163.6539563,Zona Sur,Macho
96.03521309,169.221977,Zona Sur,Macho
98.42983363,171.0875981,Zona Sur,Macho
100.8605321,173.8743478,Zona Sur,Macho
101.6723618,183.6898601,Zona Sur,Macho
91.22478048,141.8476364,Zona Sur,Macho
87.4862159,164.8538624,Zona Sur,Macho
85.7723115,163.9308711,Zona Sur,Macho
99.86664702,169.1374217,Zona Sur,Macho
98.42731357,156.336523,Zona Sur,Macho
91.36669112,160.8868288,Zona Sur,Macho
92.18760031,165.7645144,Zona Sur,Macho
99.6269571,177.7168532,Zona Sur,Macho
85.63010188,162.1073255,Zona Sur,Macho
101.7119492,177.7057882,Zona Sur,Macho
95.2795256,161.3622516,Zona Sur,Macho
95.15385937,171.8284879,Zona Sur,Macho
88.14140369,175.0294083,Zona Sur,Macho
86.60296271,172.7850247,Zona Sur,Macho
82.62097035,147.3208465,Zona Sur,Macho
82.50407845,149.6928721,Zona Sur,Macho
89.44085624,162.4367434,Zona Sur,Macho
82.51170672,148.0406354,Zona Sur,Macho
95.54773311,173.0508026,Zona Sur,Macho
85.46705985,164.2036126,Zona Sur,Macho
89.254679,171.0358361,Zona Sur,Macho
99.68999952,168.7423563,Zona Sur,Macho
97.26478222,142.5838216,Zona Sur,Macho
87.32470388,153.5700977,Zona Sur,Macho
90.34602067,163.5889193,Zona Sur,Macho
90.94296455,159.4074063,Zona Sur,Macho
99.98221259,157.2153449,Zona Sur,Macho
91.8626037,161.9822536,Zona Sur,Macho
84.34679252,163.3066418,Zona Sur,Macho
88.45782345,174.1498762,Zona Sur,Macho
82.86576845,149.175948,Zona Sur,Macho
100.5923193,152.840883,Zona Sur,Macho
82.50443027,165.5591114,Zona Sur,Macho
101.6994158,191.4631115,Zona Sur,Macho
83.87619545,151.7247383,Zona Sur,Macho
82.02687131,123.929102,Zona Sur,Macho
95.69433073,159.0735636,Zona Sur,Macho
82.76396952,150.0580456,Zona Sur,Macho
93.1278668,176.760114,Zona Sur,Macho
89.15231421,145.8693897,Zona Sur,Macho
90.06230452,160.5437841,Zona Sur,Macho
94.91992771,166.9839203,Zona Sur,Macho
85.15377437,153.3173388,Zona Sur,Macho
84.17173872,181.7480219,Zona Sur,Macho
93.20445989,169.111729,Zona Sur,Macho
95.65137058,167.9218465,Zona Sur,Macho
87.64719676,167.0517345,Zona Sur,Macho
99.8244568,190.4553811,Zona Sur,Macho
85.4125219,134.2216479,Zona Sur,Macho
87.53095051,165.8353787,Zona Sur,Macho
96.55446662,173.1218463,Zona Sur,Macho
97.48106751,156.9571842,Zona Sur,Macho
87.54820346,153.8611396,Zona Sur,Macho
96.59492354,172.42017,Zona Sur,Macho
94.9076408,164.6454424,Zona Sur,Macho
90.19135245,154.478074,Zona Sur,Macho
82.92542144,134.4746545,Zona Sur,Macho
86.80910216,127.2826604,Zona Sur,Macho
89.37290724,157.6241951,Zona Sur,Macho
99.81121618,165.1067287,Zona Sur,Macho
86.56868147,144.5937091,Zona Sur,Macho
100.711154,168.1192961,Zona Sur,Macho
95.84659885,161.4641325,Zona Sur,Macho
100.2140518,163.1394174,Zona Sur,Macho
89.13407926,160.8159948,Zona Sur,Macho
91.01559528,142.2643973,Zona Sur,Macho
85.08499998,154.222468,Zona Sur,Macho
98.4964578,178.586861,Zona Sur,Macho
97.21386732,160.3668763,Zona Sur,Macho
92.15555233,154.6948989,Zona Sur,Macho
100.5762093,178.4656304,Zona Sur,Macho
97.93942817,165.2762533,Zona Sur,Macho
99.82217044,155.7785446,Zona Sur,Macho
89.60751056,162.372427,Zona Sur,Macho
82.8745274,162.1472711,Zona Sur,Macho
91.52728073,171.5913237,Zona Sur,Macho
96.39324969,168.224833,Zona Sur,Macho
98.86255818,182.5345349,Zona Sur,Macho
94.84193865,161.1979927,Zona Sur,Macho
83.68266551,151.5055216,Zona Sur,Macho
100.6952559,164.2295259,Zona Sur,Macho
85.15280908,147.8245845,Zona Sur,Macho
93.50718469,150.0535697,Zona Sur,Macho
91.81426672,156.7811527,Zona Sur,Macho
96.37501618,182.3817526,Zona Sur,Macho
100.780758,169.3113349,Zona Sur,Macho
92.42365249,170.4247975,Zona Sur,Macho
86.47635286,151.9896409,Zona Sur,Macho
98.44412769,169.8784718,Zona Sur,Macho
98.85965575,153.6520305,Zona Sur,Macho
93.1547031,177.7287085,Zona Sur,Macho
94.16080539,148.3791694,Zona Sur,Macho
85.75351198,142.6948279,Zona Sur,Macho
91.35933156,180.4895146,Zona Sur,Macho
94.95948978,148.6120304,Zona Sur,Macho
85.66232743,150.4616409,Zona Sur,Macho
85.46194562,143.4520571,Zona Sur,Macho
95.63890345,169.0134671,Zona Sur,Macho
88.28338201,147.4220511,Zona Sur,Macho
100.3501181,153.7080032,Zona Sur,Macho
90.1549394,166.1359117,Zona Sur,Macho
92.27717794,159.4993571,Zona Sur,Macho
95.90839267,169.9897765,Zona Sur,Macho
83.9615462,154.5609148,Zona Sur,Macho
97.08843702,167.0526716,Zona Sur,Macho
99.55562821,174.9172538,Zona Sur,Macho
91.52659666,146.1158849,Zona Sur,Macho
83.27662518,172.815604,Zona Sur,Macho
86.86304366,164.7034617,Zona Sur,Macho
82.11791102,158.3617323,Zona Sur,Macho
101.5000404,150.9059357,Zona Sur,Macho
86.7923766,155.3710854,Zona Sur,Macho
93.26828851,160.9460671,Zona Sur,Macho
89.73780885,149.1367025,Zona Sur,Macho
87.15034819,167.2302032,Zona Sur,Macho
88.63338648,159.7222872,Zona Sur,Macho
90.68293183,171.2699564,Zona Sur,Macho
89.31539204,162.0032987,Zona Sur,Macho
97.64783358,163.8517741,Zona Sur,Macho
91.68642522,167.9031141,Zona Sur,Macho
97.05325625,160.5019554,Zona Sur,Macho
98.24902798,176.7403703,Zona Sur,Macho
85.51113553,164.6393316,Zona Sur,Macho
89.18885732,142.0249462,Zona Sur,Macho
83.4905855,163.0696544,Zona Sur,Macho
86.6602964,154.9747148,Zona Sur,Macho
90.76819799,174.4727297,Zona Sur,Macho
101.2018245,173.0803771,Zona Sur,Macho
88.04484919,173.1679106,Zona Sur,Macho
91.31435742,164.1199529,Zona Sur,Macho
90.51930922,174.1251994,Zona Sur,Macho
99.31430565,160.6496762,Zona Sur,Macho
99.49438023,163.2190794,Zona Sur,Macho
91.84699243,161.9081635,Zona Sur,Macho
86.43736587,150.4613562,Zona Sur,Macho
83.35316774,168.737448,Zona Sur,Macho
97.0923525,154.4660204,Zona Sur,Macho
101.9307932,171.5109928,Zona Sur,Macho
88.32973076,149.9585548,Zona Sur,Macho
86.57061359,159.6024253,Zona Sur,Macho
101.1951879,161.9647321,Zona Sur,Macho
99.13212286,170.2350904,Zona Sur,Macho
100.9393566,172.768687,Zona Sur,Macho
91.74406876,182.9915446,Zona Sur,Macho
86.98106031,146.3500187,Zona Sur,Macho
87.89224831,158.7708649,Zona Sur,Macho
84.88183861,169.2160301,Zona Sur,Macho
82.54148895,149.031822,Zona Sur,Macho
98.25687635,175.7425128,Zona Sur,Macho
98.86464583,171.5442225,Zona Sur,Macho
84.31876141,178.1912449,Zona Sur,Macho
89.8006464,157.2968214,Zona Sur,Macho
100.4546436,164.6567344,Zona Sur,Macho
84.11458177,173.5589476,Zona Sur,Macho
90.4086884,151.8881704,Zona Sur,Macho
99.88148742,167.5280033,Zona Sur,Macho
100.158763,162.9340381,Zona Sur,Macho
90.47575062,145.4594511,Zona Sur,Macho
101.7460847,174.3494528,Zona Sur,Macho
98.38218762,175.8525189,Zona Sur,Macho
94.71900851,165.390378,Zona Sur,Macho
82.30906868,141.835044,Zona Sur,Macho
101.5487534,173.8447771,Zona Sur,Macho
100.0281409,170.9578629,Zona Sur,Macho
84.27270553,165.0842561,Zona Sur,Macho
88.68571066,173.8786633,Zona Sur,Macho
91.04604702,168.9400653,Zona Sur,Macho
89.98720855,161.3440102,Zona Sur,Macho
99.81529042,171.3860305,Zona Sur,Macho
100.1554365,175.6324517,Zona Sur,Macho
88.56804638,159.6321257,Zona Sur,Macho
97.9835678,152.032109,Zona Sur,Macho
92.52857686,162.0702624,Zona Sur,Macho
83.42920735,150.038489,Zona Sur,Macho
82.67473133,150.4267187,Zona Sur,Macho
87.37727749,150.7735944,Zona Sur,Macho
94.67680913,174.2783822,Zona Sur,Macho
92.84501619,152.0446721,Zona Sur,Macho
99.00149545,167.7378865,Zona Sur,Macho
82.65180692,141.3019196,Zona Sur,Macho
93.97045624,157.3359426,Zona Sur,Macho
83.06002917,157.9840783,Zona Sur,Macho
93.54465817,172.6210071,Zona Sur,Macho
93.80102415,165.9040017,Zona Sur,Macho
92.51310683,149.438447,Zona Sur,Macho
98.43062703,162.1590527,Zona Sur,Macho
87.54345995,153.9076417,Zona Sur,Macho
89.40490819,152.0975771,Zona Sur,Macho
99.82273833,171.3902207,Zona Sur,Macho
100.0198727,177.1726717,Zona Sur,Macho
95.84187297,158.3461781,Zona Sur,Macho
92.45662558,149.552485,Zona Sur,Macho
86.9301948,168.607009,Zona Sur,Macho
82.27529053,150.8943852,Zona Sur,Macho
84.14890859,151.6781538,Zona Sur,Macho
88.01036642,168.3420256,Zona Sur,Macho
88.60628188,151.191052,Zona Sur,Macho
99.20207367,166.9364975,Zona Sur,Macho
98.44854036,154.2530682,Zona Sur,Macho
90.07895913,153.0720298,Zona Sur,Macho
95.75866011,162.363169,Zona Sur,Macho
85.63114452,157.0154138,Zona Sur,Macho
91.00361539,171.4323642,Zona Sur,Macho
85.85230386,131.1652719,Zona Sur,Macho
101.4305227,183.6481927,Zona Sur,Macho
82.50018223,149.4215324,Zona Norte,Hembra
81.23232971,158.8131855,Zona Norte,Hembra
75.22723951,139.4886054,Zona Norte,Hembra
78.6271786,139.239734,Zona Norte,Hembra
79.39386181,149.1168686,Zona Norte,Hembra
76.31038662,135.6479001,Zona Norte,Hembra
77.67660459,134.1729015,Zona Norte,Hembra
74.59606196,145.3506187,Zona Norte,Hembra
82.22133513,143.1986047,Zona Norte,Hembra
82.20138963,188.8690996,Zona Norte,Hembra
84.4137084,165.6255552,Zona Norte,Hembra
80.05471779,156.3261478,Zona Norte,Hembra
83.60258465,160.9100444,Zona Norte,Hembra
75.02274003,163.9521162,Zona Norte,Hembra
78.65264429,154.8142804,Zona Norte,Hembra
78.89140766,133.5007872,Zona Norte,Hembra
84.36640525,145.8897163,Zona Norte,Hembra
79.46702328,138.1253287,Zona Norte,Hembra
83.32325229,145.3561946,Zona Norte,Hembra
84.21083613,160.7249133,Zona Norte,Hembra
73.04515224,145.0891433,Zona Norte,Hembra
81.98880507,137.544718,Zona Norte,Hembra
79.30973261,139.6131789,Zona Norte,Hembra
74.10129354,153.3351742,Zona Norte,Hembra
82.49318791,143.8461778,Zona Norte,Hembra
73.16101761,135.4237818,Zona Norte,Hembra
78.32766591,142.4409647,Zona Norte,Hembra
83.29394012,155.0403924,Zona Norte,Hembra
82.78966871,155.8089937,Zona Norte,Hembra
84.76091096,150.6668161,Zona Norte,Hembra
83.32016943,168.5922116,Zona Norte,Hembra
74.90542078,164.0371447,Zona Norte,Hembra
80.49027056,157.4025928,Zona Norte,Hembra
77.41598306,151.8226988,Zona Norte,Hembra
80.40894574,162.4475612,Zona Norte,Hembra
74.19924508,128.9939808,Zona Norte,Hembra
77.20805863,150.6212208,Zona Norte,Hembra
73.06151451,139.5796875,Zona Norte,Hembra
81.00773445,148.9234201,Zona Norte,Hembra
79.86347286,153.0472405,Zona Norte,Hembra
73.19328971,141.8274313,Zona Norte,Hembra
81.37653404,160.0836846,Zona Norte,Hembra
77.8878975,155.8473303,Zona Norte,Hembra
78.87756662,144.9775413,Zona Norte,Hembra
75.42271406,139.2537905,Zona Norte,Hembra
78.25924552,156.78237,Zona Norte,Hembra
81.76321184,159.4307464,Zona Norte,Hembra
77.74690516,146.2786304,Zona Norte,Hembra
76.97765717,128.9245044,Zona Norte,Hembra
79.05531844,149.1382812,Zona Norte,Hembra
81.55464331,156.8486352,Zona Norte,Hembra
77.09844898,136.8573553,Zona Norte,Hembra
84.39379026,169.0203411,Zona Norte,Hembra
73.6032333,137.6293216,Zona Norte,Hembra
72.10656731,134.808891,Zona Norte,Hembra
72.13705,142.419475,Zona Norte,Hembra
73.15093148,156.709271,Zona Norte,Hembra
84.74156929,159.8497288,Zona Norte,Hembra
83.50915695,159.1394635,Zona Norte,Hembra
78.26388068,146.8928802,Zona Norte,Hembra
83.72782156,132.1668244,Zona Norte,Hembra
80.9412623,141.7053892,Zona Norte,Hembra
78.19111168,132.6379461,Zona Norte,Hembra
84.75756753,158.8079818,Zona Norte,Hembra
75.20647973,138.1023984,Zona Norte,Hembra
84.79625698,156.5003308,Zona Norte,Hembra
72.94966191,148.1924688,Zona Norte,Hembra
74.44929937,141.1522469,Zona Norte,Hembra
83.7284589,161.5682309,Zona Norte,Hembra
76.98849107,144.2542733,Zona Norte,Hembra
83.44307253,144.787472,Zona Norte,Hembra
72.90151421,147.3621651,Zona Norte,Hembra
82.48083963,158.5755011,Zona Norte,Hembra
81.91902818,145.1033583,Zona Norte,Hembra
72.1406212,145.1201345,Zona Norte,Hembra
76.84146955,149.2378275,Zona Norte,Hembra
73.06586965,139.7554718,Zona Norte,Hembra
76.10181177,145.9966554,Zona Norte,Hembra
73.07759955,146.5606964,Zona Norte,Hembra
76.44395865,150.3593649,Zona Norte,Hembra
73.84112564,151.0354276,Zona Norte,Hembra
76.79123438,161.1358904,Zona Norte,Hembra
74.2521645,131.697468,Zona Norte,Hembra
83.01783926,173.6613578,Zona Norte,Hembra
75.62429406,143.9402718,Zona Norte,Hembra
75.4471316,144.2160168,Zona Norte,Hembra
83.04480566,146.5170916,Zona Norte,Hembra
79.23474393,151.8313384,Zona Norte,Hembra
80.79930147,136.5917062,Zona Norte,Hembra
83.72201323,143.1861884,Zona Norte,Hembra
73.5125182,160.0598218,Zona Norte,Hembra
80.08339884,151.5354829,Zona Norte,Hembra
82.21523593,141.0404514,Zona Norte,Hembra
80.21271947,129.7817167,Zona Norte,Hembra
72.4962357,130.8104471,Zona Norte,Hembra
74.52657362,135.8143433,Zona Norte,Hembra
75.61867104,157.6484106,Zona Norte,Hembra
76.64082635,137.5260447,Zona Norte,Hembra
73.29813309,133.5359938,Zona Norte,Hembra
76.43291127,152.4427854,Zona Norte,Hembra
76.90709821,130.423848,Zona Norte,Hembra
72.555474,117.849971,Zona Norte,Hembra
75.15050105,157.8610133,Zona Norte,Hembra
82.68445003,154.0872778,Zona Norte,Hembra
72.05327986,139.8493309,Zona Norte,Hembra
82.89663854,153.7749281,Zona Norte,Hembra
82.3391673,159.5599721,Zona Norte,Hembra
73.83423837,158.1406833,Zona Norte,Hembra
80.06715349,149.6864755,Zona Norte,Hembra
76.48851631,160.9801527,Zona Norte,Hembra
78.19916173,150.957665,Zona Norte,Hembra
81.9123132,159.8962577,Zona Norte,Hembra
82.6980241,155.7706262,Zona Norte,Hembra
74.75407581,155.0399306,Zona Norte,Hembra
77.37478556,146.6628935,Zona Norte,Hembra
79.57084465,137.5523376,Zona Norte,Hembra
82.91580806,152.6583306,Zona Norte,Hembra
83.75941459,184.621442,Zona Norte,Hembra
72.35384748,123.2221298,Zona Norte,Hembra
76.18211747,161.9380017,Zona Norte,Hembra
73.90106504,159.6459223,Zona Norte,Hembra
75.73447638,138.8862878,Zona Norte,Hembra
82.57385977,147.3075531,Zona Norte,Hembra
74.97360872,128.8826049,Zona Norte,Hembra
84.99741039,167.2411244,Zona Norte,Hembra
81.28599259,155.4520178,Zona Norte,Hembra
82.02050512,153.8822443,Zona Norte,Hembra
78.79958143,124.2826382,Zona Norte,Hembra
77.43167191,140.4768224,Zona Norte,Hembra
79.85120917,137.691168,Zona Norte,Hembra
79.42819429,166.2264846,Zona Norte,Hembra
76.34364602,143.7291312,Zona Norte,Hembra
84.00054016,141.4501112,Zona Norte,Hembra
73.13068475,135.1423515,Zona Norte,Hembra
76.27469314,152.9508209,Zona Norte,Hembra
78.16281733,156.2427315,Zona Norte,Hembra
80.36239749,138.2705904,Zona Norte,Hembra
76.85756304,137.8062258,Zona Norte,Hembra
81.83748671,136.0049631,Zona Norte,Hembra
81.65129588,149.3061653,Zona Norte,Hembra
82.72116242,153.94135,Zona Norte,Hembra
82.86809027,161.0725244,Zona Norte,Hembra
84.11776653,160.5832796,Zona Norte,Hembra
84.93280343,147.6757198,Zona Norte,Hembra
83.39942009,150.2434142,Zona Norte,Hembra
75.15699702,141.4049863,Zona Norte,Hembra
79.66621436,150.6571953,Zona Norte,Hembra
82.39888088,152.5034738,Zona Norte,Hembra
73.26853868,155.4290729,Zona Norte,Hembra
81.68581588,156.3163547,Zona Norte,Hembra
78.17462774,162.3670559,Zona Norte,Hembra
81.63392308,131.9420796,Zona Norte,Hembra
82.91628143,156.7981554,Zona Norte,Hembra
74.2891698,140.1454219,Zona Norte,Hembra
74.04391717,144.1157367,Zona Norte,Hembra
74.5728747,139.146476,Zona Norte,Hembra
74.94230118,135.8420856,Zona Norte,Hembra
77.86465515,158.888956,Zona Norte,Hembra
84.47248453,140.3197679,Zona Norte,Hembra
76.94886599,124.2059211,Zona Norte,Hembra
73.52744155,145.6290085,Zona Norte,Hembra
74.35102496,135.9333426,Zona Norte,Hembra
76.39855031,136.1856842,Zona Norte,Hembra
76.279058,154.1472328,Zona Norte,Hembra
72.75697028,135.1170968,Zona Norte,Hembra
72.47760016,166.6759361,Zona Norte,Hembra
77.06423996,148.3681904,Zona Norte,Hembra
84.29168778,152.254475,Zona Norte,Hembra
75.6291313,151.2206248,Zona Norte,Hembra
75.68861048,136.4552818,Zona Norte,Hembra
81.69118145,167.570212,Zona Norte,Hembra
72.19577605,135.9875204,Zona Norte,Hembra
75.40464177,138.5769522,Zona Norte,Hembra
79.4122267,157.8541667,Zona Norte,Hembra
75.83416744,146.9744609,Zona Norte,Hembra
84.52312836,136.6129251,Zona Norte,Hembra
82.78128771,160.8295386,Zona Norte,Hembra
81.40833187,154.4257801,Zona Norte,Hembra
77.95345214,144.1247145,Zona Norte,Hembra
74.90610071,136.9788785,Zona Norte,Hembra
76.60429312,152.6794171,Zona Norte,Hembra
75.75646083,127.8607364,Zona Norte,Hembra
77.59072299,161.009888,Zona Norte,Hembra
75.38029806,153.7037454,Zona Norte,Hembra
79.91585032,147.3710268,Zona Norte,Hembra
75.05467764,155.9217777,Zona Norte,Hembra
79.71436516,157.469534,Zona Norte,Hembra
78.56278257,142.578928,Zona Norte,Hembra
84.74494798,169.496864,Zona Norte,Hembra
82.81337112,161.4760538,Zona Norte,Hembra
73.28069397,136.5656164,Zona Norte,Hembra
74.20586995,145.4961708,Zona Norte,Hembra
81.30883695,151.3767356,Zona Norte,Hembra
82.62331657,157.6752868,Zona Norte,Hembra
84.51771266,160.2157869,Zona Norte,Hembra
80.2740636,154.1114428,Zona Norte,Hembra
79.59607176,158.0168801,Zona Norte,Hembra
84.7014857,147.1270485,Zona Norte,Hembra
82.55390252,174.6220898,Zona Norte,Hembra
79.65291465,141.5944484,Zona Norte,Hembra
74.38597234,147.4385512,Zona Norte,Hembra
78.20250792,151.7347379,Zona Norte,Hembra
78.21619485,144.8011249,Zona Norte,Hembra
78.71775946,153.863755,Zona Norte,Hembra
73.13658456,139.3835728,Zona Norte,Hembra
81.42693145,153.4888278,Zona Norte,Hembra
80.11805384,156.3706899,Zona Norte,Hembra
73.44691173,139.084032,Zona Norte,Hembra
83.94180585,136.4978161,Zona Norte,Hembra
81.19528293,144.1155597,Zona Norte,Hembra
73.46776264,133.8600459,Zona Norte,Hembra
75.00165454,135.1700004,Zona Norte,Hembra
